logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_174910A	-1.33025978514517	6.51199986118961	0.00868035565256242	0.301350854445675	263	466	940	1181	40.8826784127901	62.6171613474619	89.5562350359366	170.966709383354	69.86	UP_pEhEx_DOWN_CmasM
EHI_040280A	-1.12994250334503	3.10793571361746	0.00906216176206429	0.309979239096493	37	35	120	79	5.75155551814918	4.70300568060336	11.4327108556515	11.4363844549407	69	UP_pEhEx_DOWN_CmasM
EHI_087210A	1.26326030312984	6.16240068079135	0.00903942738990006	0.309979239096493	632	770	590	191	98.2427861478455	103.466124973274	56.2108283736198	27.6499927961224	69	DOWN_pEhEx_UP_CmasM
EHI_159690A	-1.11595943840203	3.03807768233233	0.00917234576335839	0.311458047380607	35	34	118	72	5.44066062527625	4.56863408972898	11.242165674724	10.4230339336168	68.85	UP_pEhEx_DOWN_CmasM
EHI_004430A	1.19154746325702	3.76844443930336	0.00963507414289637	0.314630968390887	91	172	79	61	14.1457176257183	23.1119136303937	7.52653464663722	8.83062597153649	68.54	DOWN_pEhEx_UP_CmasM
EHI_044220A	1.65711245093816	0.712902521953837	0.00947214285844587	0.314630968390887	15	15	9	3	2.33171169654696	2.01557386311573	0.857453314173861	0.434293080567368	68.54	DOWN_pEhEx_UP_CmasM
EHI_067190A	2.50093186148236	0.205818853828327	0.00953161963588009	0.314630968390887	14	8	5	0	2.1762642501105	1.07497272699505	0.476362952318812	0	68.54	DOWN_pEhEx_UP_CmasM
EHI_134810A	-1.48123905120428	6.38985934087558	0.00961775952809631	0.314630968390887	149	483	1181	923	23.1616695190332	64.9014783923264	112.516929337703	133.61750445456	68.54	UP_pEhEx_DOWN_CmasM
EHI_136360A	2.50093186148236	0.205818853828327	0.00953161963588009	0.314630968390887	14	8	5	0	2.1762642501105	1.07497272699505	0.476362952318812	0	68.54	DOWN_pEhEx_UP_CmasM
EHI_137930A	-1.38368455068933	2.78554727802341	0.00970829706086833	0.314630968390887	21	30	67	89	3.26439637516575	4.03114772623145	6.38326356107208	12.8840280568319	68.54	UP_pEhEx_DOWN_CmasM
EHI_170160A	-2.50602358963899	0.0698989314495882	0.00973922172147198	0.314630968390887	2	1	15	8	0.310894892872929	0.134371590874382	1.42908885695644	1.15811488151298	68.54	UP_pEhEx_DOWN_CmasM
EHI_086040A	-1.19078359875095	3.40470941170476	0.00994885509669343	0.319186716619433	32	56	127	115	4.97431828596686	7.52480908896538	12.0996189888978	16.6479014217491	68.08	UP_pEhEx_DOWN_CmasM
EHI_183560A	-2.07504324389713	0.321849063771669	0.0103350338786121	0.329305326050024	2	3	15	12	0.310894892872929	0.403114772623145	1.42908885695644	1.73717232226947	67.07	UP_pEhEx_DOWN_CmasM
EHI_147570A	-1.24138894284261	8.03553526861827	0.0104347949507788	0.330222218442332	808	1384	3071	3069	125.601536720663	185.970281770144	292.582125314214	444.281821420418	66.98	UP_pEhEx_DOWN_CmasM
EHI_006810A	-1.05598042541578	5.83357678358525	0.0105275926058374	0.33090784325916	265	242	699	599	41.193573305663	32.5179249916004	66.5955407341699	86.7138517532845	66.91	UP_pEhEx_DOWN_CmasM
EHI_107170A	1.91363413321997	5.59848778739018	0.0107634762034303	0.336051619452065	442	624	355	45	68.7077713249172	83.8478727056142	33.8217696146356	6.51439620851052	66.39	DOWN_pEhEx_UP_CmasM
EHI_098800A	-1.02801608904576	5.81655201045138	0.0110403977116328	0.338574539566468	216	299	699	580	33.5766484302763	40.1771056714402	66.5955407341699	83.9633289096912	66.14	UP_pEhEx_DOWN_CmasM
EHI_165810.mRNA	1.46297213910225	6.55075217632931	0.0109221211660061	0.338574539566468	1272	573	627	275	197.729151867183	76.9949215710208	59.735914220779	39.8101990520088	66.14	DOWN_pEhEx_UP_CmasM
EHI_196370A	-1.51256159146363	2.24980460302375	0.0110626246805897	0.338574539566468	16	16	42	65	2.48715914298343	2.14994545399011	4.00144879947802	9.40968341229298	66.14	UP_pEhEx_DOWN_CmasM
EHI_026360A	-1.3764222095122	2.59051076198908	0.0111557779911949	0.339193981797638	22	22	57	78	3.41984382160222	2.9561749992364	5.43053765643445	11.2916200947516	66.08	UP_pEhEx_DOWN_CmasM
EHI_117270A	3.00780807691759	4.78797815160418	0.0112717645387094	0.340495121000494	500	150	119	5	77.7237232182322	20.1557386311573	11.3374382651877	0.723821800945614	65.95	DOWN_pEhEx_UP_CmasM
EHI_105070A	2.29874867939535	-0.133651234690941	0.0114912418733892	0.344885530290366	8	8	4	0	1.24357957149171	1.07497272699505	0.381090361855049	0	65.51	DOWN_pEhEx_UP_CmasM
EHI_156310A	-1.9868246502269	5.70015662449103	0.0117337678436622	0.34990697441485	116	176	266	968	18.0319037866299	23.6493999938912	25.3425090633608	140.131900663071	65.01	UP_pEhEx_DOWN_CmasM
EHI_182530A	1.63224717856495	1.71204451712415	0.0118210559495165	0.350264664185675	43	20	20	7	6.68424019676797	2.68743181748764	1.90545180927525	1.01335052132386	64.97	DOWN_pEhEx_UP_CmasM
EHI_115270A	1.11991922662786	4.80282523713674	0.0120832369821867	0.353529675730394	279	242	144	147	43.3698375557736	32.5179249916004	13.7192530267818	21.280360947801	64.65	DOWN_pEhEx_UP_CmasM
EHI_115400A	1.11991922662786	4.80282523713674	0.0120832369821867	0.353529675730394	279	242	144	147	43.3698375557736	32.5179249916004	13.7192530267818	21.280360947801	64.65	DOWN_pEhEx_UP_CmasM
EHI_025360A	-0.964109006845848	5.34570564614415	0.0125670304661978	0.365386410804701	180	199	545	379	27.9805403585636	26.739946584002	51.9235618027505	54.8656925116775	63.46	UP_pEhEx_DOWN_CmasM
EHI_030150A	1.63679999646749	0.766516044609639	0.0131594686918778	0.369638112531047	14	17	5	7	2.1762642501105	2.28431704486449	0.476362952318812	1.01335052132386	63.04	DOWN_pEhEx_UP_CmasM
EHI_069510A	1.80902048212093	0.821975791157886	0.0130473486859304	0.369638112531047	22	11	8	4	3.41984382160222	1.4780874996182	0.762180723710099	0.579057440756491	63.04	DOWN_pEhEx_UP_CmasM
EHI_087730A	1.77621804035294	0.463326836679726	0.0128629502676792	0.369638112531047	11	14	6	3	1.70992191080111	1.88120227224134	0.571635542782574	0.434293080567368	63.04	DOWN_pEhEx_UP_CmasM
EHI_120470A	-1.50702980148121	1.17920267578532	0.0130591054118226	0.369638112531047	9	5	27	23	1.39902701792818	0.671857954371909	2.57235994252158	3.32958028434982	63.04	UP_pEhEx_DOWN_CmasM
EHI_166860A	2.11988240004917	1.29544559844771	0.012939656780932	0.369638112531047	32	18	15	1	4.97431828596686	2.41868863573887	1.42908885695644	0.144764360189123	63.04	DOWN_pEhEx_UP_CmasM
EHI_187100A	2.53072131413744	0.409608599940385	0.0131900100344269	0.369638112531047	16	10	0	5	2.48715914298343	1.34371590874382	0	0.723821800945614	63.04	DOWN_pEhEx_UP_CmasM
EHI_140380A	1.10417933666223	2.64116804276297	0.0134108609281014	0.371353125223379	47	68	46	22	7.30602998251382	9.13726817945796	4.38253916133307	3.1848159241607	62.86	DOWN_pEhEx_UP_CmasM
EHI_153780A	1.23913058876774	1.54168034645815	0.0133686062620064	0.371353125223379	20	33	18	10	3.10894892872929	4.4342624988546	1.71490662834772	1.44764360189123	62.86	DOWN_pEhEx_UP_CmasM
EHI_141810A	-1.06387122963687	5.43086490679285	0.0137121631769122	0.375229312347032	142	248	537	448	22.0735373939779	33.3241545368467	51.1613810790404	64.854433364727	62.48	UP_pEhEx_DOWN_CmasM
EHI_161940A	-1.07423256811889	5.58648549405474	0.013696456630815	0.375229312347032	162	270	566	523	25.1824863227072	36.2803295360831	53.9242862024895	75.7117603789112	62.48	UP_pEhEx_DOWN_CmasM
EHI_019620A	-1.056408758821	2.40145574582488	0.0139049002867709	0.378278339965253	20	25	69	48	3.10894892872929	3.35928977185954	6.5738087419996	6.94868928907789	62.17	UP_pEhEx_DOWN_CmasM
EHI_024240A	-1.18916362918887	5.48205989100248	0.0141955194630995	0.383939282222901	138	243	468	546	21.4517476082321	32.6522965824748	44.5875723370408	79.041340663261	61.61	UP_pEhEx_DOWN_CmasM
EHI_005030A	-2.04827780811509	0.816574433433439	0.0144981274370352	0.384482456825977	2	6	15	24	0.310894892872929	0.806229545246291	1.42908885695644	3.47434464453895	61.55	UP_pEhEx_DOWN_CmasM
EHI_134600A	-2.04827780811509	0.816574433433439	0.0144981274370352	0.384482456825977	2	6	15	24	0.310894892872929	0.806229545246291	1.42908885695644	3.47434464453895	61.55	UP_pEhEx_DOWN_CmasM
EHI_134740A	-1.82504653627422	2.25735937971199	0.0144721467617764	0.384482456825977	17	10	34	76	2.64260658941989	1.34371590874382	3.23926807576792	11.0020913743733	61.55	UP_pEhEx_DOWN_CmasM
EHI_201940A	-1.14365298893422	4.25019346974046	0.0145461978506819	0.384482456825977	53	112	246	195	8.23871466113261	15.0496181779308	23.4370572540855	28.2290502368789	61.55	UP_pEhEx_DOWN_CmasM
EHI_198930A	-1.23830653747344	6.80938716647043	0.0149151440181715	0.392007061991716	312	630	1232	1361	48.4996032881769	84.6541022508605	117.375831451355	197.024294217396	60.8	UP_pEhEx_DOWN_CmasM
EHI_009810A	-1.10494125374909	6.60019651518428	0.0151976345116559	0.397187616563052	289	579	1317	958	44.9243120201382	77.8011511162671	125.474001640775	138.68425706118	60.28	UP_pEhEx_DOWN_CmasM
EHI_028880A	-1.12984592300446	6.06930726691636	0.0158464793668076	0.409953492087917	189	405	1057	572	29.3795673764918	54.4204943041246	100.703128120197	82.8052140281782	59	UP_pEhEx_DOWN_CmasM
EHI_068170A	-1.14634696058202	5.92549304649827	0.0159504690601705	0.409953492087917	211	316	613	749	32.799411198094	42.4614227163046	58.4020979542863	108.428505781653	59	UP_pEhEx_DOWN_CmasM
EHI_122850A	1.15567735822848	1.70982184852797	0.0158856262814973	0.409953492087917	32	26	21	12	4.97431828596686	3.49366136273393	2.00072439973901	1.73717232226947	59	DOWN_pEhEx_UP_CmasM
EHI_005960A	-1.3621611881791	2.01225026366743	0.0162360413267527	0.412732591541277	14	15	36	52	2.1762642501105	2.01557386311573	3.42981325669544	7.52774672983438	58.73	UP_pEhEx_DOWN_CmasM
EHI_020080A	-1.11032340321567	6.36102704178297	0.0162175427930165	0.412732591541277	238	496	1073	841	36.9964922518785	66.6483090736934	102.227489567617	121.746826919052	58.73	UP_pEhEx_DOWN_CmasM
EHI_170060A	-1.63896070314469	5.87936282418528	0.0164235232731798	0.415229512319741	71	341	839	673	11.036768696989	45.8207124881642	79.9337033990966	97.4264144072796	58.48	UP_pEhEx_DOWN_CmasM
EHI_129330A	-1.17102064096392	2.26743818874089	0.0166800461896331	0.419435539860394	13	26	58	49	2.02081680367404	3.49366136273393	5.52581024689822	7.09345364926701	58.06	UP_pEhEx_DOWN_CmasM
EHI_201200A	-1.08720559977185	4.742747423024	0.0168738786019322	0.422028404603164	82	157	324	285	12.7466906077901	21.0963397672779	30.868319310259	41.2578426539	57.8	UP_pEhEx_DOWN_CmasM
EHI_086550A	-1.20903332416525	2.36661936737017	0.0170712452181638	0.424043167069612	16	25	53	60	2.48715914298343	3.35928977185954	5.0494472945794	8.68586161134736	57.6	UP_pEhEx_DOWN_CmasM
EHI_097930A	-1.27380192575094	3.24672027512597	0.0172278930731205	0.424043167069612	24	52	103	113	3.73073871447514	6.98732272546785	9.81307681776752	16.3583727013709	57.6	UP_pEhEx_DOWN_CmasM
EHI_158570A	-2.66431210030719	9.29513627396367	0.0171774223303433	0.424043167069612	215	2298	4325	12142	33.4212009838398	308.785915829329	412.053953755772	1757.72886141633	57.6	UP_pEhEx_DOWN_CmasM
EHI_144610A	-1.33312453181199	7.25593582870978	0.0174895654894719	0.428218203458016	363	870	1654	1930	56.4274230564366	116.903284060712	157.580864627063	279.395215165007	57.18	UP_pEhEx_DOWN_CmasM
EHI_148400A	-2.25529640626644	1.3369953015208	0.0176526754775578	0.429948933620937	0	11	38	26	0	1.4780874996182	3.62035843762297	3.76387336491719	57.01	UP_pEhEx_DOWN_CmasM
EHI_005100A	-1.0384632347417	3.12366398371334	0.0181224479122493	0.432336552245045	31	46	108	86	4.81887083953039	6.18109318022156	10.2894397700863	12.4497349762646	56.77	UP_pEhEx_DOWN_CmasM
EHI_007930A	-1.03293920410995	4.12079610095373	0.0179819239475	0.432336552245045	63	94	201	186	9.79318912549725	12.6309295421919	19.1497906832162	26.9261709951768	56.77	UP_pEhEx_DOWN_CmasM
EHI_013220A	-1.31051497559578	7.17985317766599	0.0180657789014707	0.432336552245045	333	852	1690	1738	51.7639996633426	114.484595424973	161.010677883758	251.600458008695	56.77	UP_pEhEx_DOWN_CmasM
EHI_083400A	0.942638580984642	5.97219979463397	0.0181157442094971	0.432336552245045	576	559	488	270	89.5377291474035	75.1137192987794	46.493024146316	39.0863772510631	56.77	DOWN_pEhEx_UP_CmasM
EHI_022970A	-0.926685303474541	5.7901741600192	0.0183288249257842	0.435029048748716	254	271	693	541	39.4836513948619	36.4147011269575	66.0239051913873	78.3175188623154	56.5	UP_pEhEx_DOWN_CmasM
EHI_063900A	-1.03456358945798	2.50198049277672	0.0186431010166736	0.440242162079014	21	28	66	57	3.26439637516575	3.76240454448269	6.28799097060831	8.25156853078	55.98	UP_pEhEx_DOWN_CmasM
EHI_010540A	-1.42484789638084	1.17895937493498	0.0188249317432081	0.442290820552545	4	11	25	24	0.621789785745857	1.4780874996182	2.38181476159406	3.47434464453895	55.77	UP_pEhEx_DOWN_CmasM
EHI_015440A	-1.1210542173328	5.15310841911157	0.0192469640472818	0.449934054009824	105	209	401	405	16.3219818758288	28.0836624927458	38.2043087759687	58.6295658765947	55.01	UP_pEhEx_DOWN_CmasM
EHI_025370A	0.953473927376202	5.30583186210994	0.0196244272940025	0.456464178858497	325	396	235	216	50.5204200918509	53.2111499862552	22.3890587589841	31.2691018008505	54.35	DOWN_pEhEx_UP_CmasM
EHI_014250A	1.21390184445668	4.879254342649	0.0200705382348846	0.459005702829934	219	354	117	167	34.0429907695857	47.5675431695311	11.1468930842602	24.1756481515835	54.1	DOWN_pEhEx_UP_CmasM
EHI_014320A	-1.09481987854319	2.07821604246866	0.0201283670200573	0.459005702829934	13	22	51	41	2.02081680367404	2.9561749992364	4.85890211365188	5.93533876775403	54.1	UP_pEhEx_DOWN_CmasM
EHI_047920A	-2.07435356910426	0.826003777311573	0.0199348468969808	0.459005702829934	0	8	26	16	0	1.07497272699505	2.47708735205782	2.31622976302596	54.1	UP_pEhEx_DOWN_CmasM
EHI_153750A	-1.04260675879877	2.30653246485161	0.0199739316054611	0.459005702829934	21	21	58	49	3.26439637516575	2.82180340836202	5.52581024689822	7.09345364926701	54.1	UP_pEhEx_DOWN_CmasM
EHI_054230A	-1.02662956037654	3.22356201380597	0.0204877425723087	0.464155267908541	35	48	110	96	5.44066062527625	6.44983636197033	10.4799849510139	13.8973785781558	53.58	UP_pEhEx_DOWN_CmasM
EHI_064640A	-0.93292746016619	4.11136605807038	0.0206153536261261	0.464155267908541	68	95	230	157	10.5704263576796	12.7653011330663	21.9126958066653	22.7280045496923	53.58	UP_pEhEx_DOWN_CmasM
EHI_068560A	-1.03591289544775	3.04229876850279	0.0208186332323931	0.464155267908541	27	46	115	72	4.19708105378454	6.18109318022156	10.9563479033327	10.4230339336168	53.58	UP_pEhEx_DOWN_CmasM
EHI_152380A	-1.60029184811124	1.32787117362588	0.0208530634120561	0.464155267908541	10	5	23	32	1.55447446436464	0.671857954371909	2.19126958066653	4.63245952605193	53.58	UP_pEhEx_DOWN_CmasM
EHI_179850A	-2.41876288378414	0.495574079408631	0.0207078558358524	0.464155267908541	0	5	11	20	0	0.671857954371909	1.04799849510139	2.89528720378246	53.58	UP_pEhEx_DOWN_CmasM
EHI_090270A	0.902453257443776	5.24800003328098	0.0213746437424299	0.473499250903733	305	380	300	166	47.4114711631216	51.0612045322651	28.5817771391287	24.0308837913944	52.65	DOWN_pEhEx_UP_CmasM
EHI_016110A	-2.41885055302062	1.15504932859831	0.022155853584053	0.479390841269834	8	0	24	30	1.24357957149171	0	2.2865421711303	4.34293080567368	52.06	UP_pEhEx_DOWN_CmasM
EHI_092350A	-1.6819976574212	1.05644530134052	0.0218044150184576	0.479390841269834	2	10	22	24	0.310894892872929	1.34371590874382	2.09599699020277	3.47434464453895	52.06	UP_pEhEx_DOWN_CmasM
EHI_138300A	-1.16236384658804	2.75910852165192	0.0218881623061496	0.479390841269834	21	35	71	78	3.26439637516575	4.70300568060336	6.76435392292713	11.2916200947516	52.06	UP_pEhEx_DOWN_CmasM
EHI_182950A	-1.33857062184891	2.18735915980039	0.0220959216031286	0.479390841269834	11	23	42	58	1.70992191080111	3.09054659011078	4.00144879947802	8.39633289096912	52.06	UP_pEhEx_DOWN_CmasM
EHI_202360A	-1.3263162564948	2.91009754638674	0.0220448795056338	0.479390841269834	28	29	64	102	4.352528500221	3.89677613535707	6.09744578968079	14.7659647392905	52.06	UP_pEhEx_DOWN_CmasM
EHI_197410A	-1.14858742074101	1.8544853783639	0.0223552428355795	0.481465692921833	9	20	48	32	1.39902701792818	2.68743181748764	4.57308434226059	4.63245952605193	51.85	UP_pEhEx_DOWN_CmasM
EHI_177520A	-1.4300881079696	7.5738889896192	0.0225699948162101	0.483850764447049	353	1124	2107	2448	54.8729485920719	151.033668142805	200.739348107147	354.383153742973	51.61	UP_pEhEx_DOWN_CmasM
EHI_161660A	0.999863091125084	2.35175791584163	0.0229001030380954	0.488675593271651	44	46	32	24	6.83968764320443	6.18109318022156	3.04872289484039	3.47434464453895	51.13	DOWN_pEhEx_UP_CmasM
EHI_109880A	-1.77751391250453	1.75610592345397	0.0230264808488695	0.489128716479182	2	18	39	41	0.310894892872929	2.41868863573887	3.71563102808673	5.93533876775403	51.09	UP_pEhEx_DOWN_CmasM
EHI_109870A	-1.07282369525615	1.97944426118341	0.0237139521137588	0.495109086494645	11	22	54	33	1.70992191080111	2.9561749992364	5.14471988504317	4.77722388624105	50.49	UP_pEhEx_DOWN_CmasM
EHI_145610A	0.986352143222126	5.28477643307913	0.0234309950093239	0.495109086494645	264	461	238	203	41.0381258592266	61.94530339309	22.6748765303754	29.3871651183919	50.49	DOWN_pEhEx_UP_CmasM
EHI_174670A	-1.08995254384549	5.4695263990194	0.0235768003504385	0.495109086494645	130	268	502	498	20.2081680367404	36.0115863543343	47.8268404128087	72.0926513741831	50.49	UP_pEhEx_DOWN_CmasM
EHI_187060A	-1.26750291514151	1.46647725335794	0.0237337330800314	0.495109086494645	10	10	29	30	1.55447446436464	1.34371590874382	2.76290512344911	4.34293080567368	50.49	UP_pEhEx_DOWN_CmasM
EHI_060860A	-0.978856054252933	5.20027762290548	0.0241719098398624	0.501825986453261	135	209	411	399	20.9854052689227	28.0836624927458	39.1570346806063	57.76097971546	49.82	UP_pEhEx_DOWN_CmasM
EHI_124510A	-1.01155813891099	2.84541657390903	0.0242714632312949	0.501825986453261	24	40	88	70	3.73073871447514	5.37486363497527	8.38398796081109	10.1335052132386	49.82	UP_pEhEx_DOWN_CmasM
EHI_052720A	-1.57035681226862	1.96462185866853	0.024458782956844	0.50346131997893	4	22	46	45	0.621789785745857	2.9561749992364	4.38253916133307	6.51439620851052	49.65	UP_pEhEx_DOWN_CmasM
EHI_197840A	-0.991128820162982	7.28470377272127	0.0246978543677367	0.506142812857759	589	869	1876	1627	91.5585459510775	116.768912469838	178.731379710018	235.531614027703	49.39	UP_pEhEx_DOWN_CmasM
EHI_053420A	-1.51116195783287	1.76773170112914	0.024843171877003	0.506887875314991	4	19	40	38	0.621789785745857	2.55306022661325	3.81090361855049	5.50104568718666	49.31	UP_pEhEx_DOWN_CmasM
EHI_158270A	0.984503115597263	9.19742073375752	0.025078570894275	0.507241355652901	5573	5158	4054	2776	866.308618990416	693.088665730061	386.235081740093	401.865863885005	49.28	DOWN_pEhEx_UP_CmasM
EHI_172960A	-1.13026957073972	5.38368231626236	0.0250748107341032	0.507241355652901	139	226	393	529	21.6071950546685	30.3679795376103	37.4421280522586	76.5803465400459	49.28	UP_pEhEx_DOWN_CmasM
EHI_005070A	-1.00063748998089	3.89008585694891	0.0259016945109668	0.51335391021925	50	86	174	154	7.77237232182322	11.5559568151968	16.5774307406946	22.2937114691249	48.66	UP_pEhEx_DOWN_CmasM
EHI_035510A	-0.911060701503948	3.7004008435242	0.0261080268826583	0.51335391021925	52	71	168	119	8.08326721469614	9.54038295208111	16.0057951979121	17.2269588625056	48.66	UP_pEhEx_DOWN_CmasM
EHI_054940A	1.1921314730455	2.6791547616896	0.0257545260601629	0.51335391021925	36	86	38	27	5.59610807171272	11.5559568151968	3.62035843762297	3.90863772510631	48.66	DOWN_pEhEx_UP_CmasM
EHI_087790A	0.946750642893162	3.34128805471229	0.0261670500456449	0.51335391021925	77	105	65	51	11.9694533756078	14.1090170418101	6.19271838014455	7.38298236964526	48.66	DOWN_pEhEx_UP_CmasM
EHI_114350A	-1.03280494770457	3.05822347269064	0.0257719514661162	0.51335391021925	27	47	100	84	4.19708105378454	6.31546477109594	9.52725904637623	12.1602062558863	48.66	UP_pEhEx_DOWN_CmasM
EHI_132040A	1.11500127085892	5.6228896263694	0.0260689520211753	0.51335391021925	574	336	387	173	89.2268342545305	45.1488545337923	36.870492509476	25.0442343127182	48.66	DOWN_pEhEx_UP_CmasM
EHI_166490A	-1.09549053716417	6.37989689880935	0.0257219208738917	0.51335391021925	361	370	777	1052	56.1165281635636	49.7174886235213	74.0268027903433	152.292106918957	48.66	UP_pEhEx_DOWN_CmasM
EHI_167310A	-1.51259322329124	9.07964214326951	0.0262635921393339	0.51335391021925	927	3105	5302	7576	144.099782846602	417.223789664955	505.135274638868	1096.73479279279	48.66	UP_pEhEx_DOWN_CmasM
